spu_id	Orthogroup	family_member	common_name	synonyms	best_genbank_hit
3720	SPU_008203	OG0006819	NA	Hypp_1772	hypothetical protein-1772	XP_002236222.1
3721	SPU_008205	OG0010369	7TM GPCR_1 superfamily	QrfprL	pyroglutamylated RFamide peptide receptor-like; G protein-coupled receptor 103-like	NP_937822.2
3722	SPU_008206	OG0007567	NA	Tarbp2L	TAR RNA binding protein 2 	NP_599150
3723	SPU_008210	OG0004646	Leucine rich repeat	Lrrc43	leucine rich repeat containing 43	XP_789973
3724	SPU_008211	OG0004178	NA	Rps6	40S ribosomal protein S6	P62753
3725	SPU_008214	OG0004267	P_loop_NTPase superfamily	Smc5	structural maintenance of chromosomes 5; SMC5 protein	CAC39247.1
3726	SPU_008215	OG0009257	NA	Upf1	RENT1 regulator of nonsense transcripts 1	Q9EPU0
3727	SPU_008216	OG0006780	UBCc superfamily	Ube2q1	ubiquitin-conjugating enzyme E2Q family member 1	AAI72317.1
3728	SPU_008218	OG0003770	NA	Mark3	MAP/microtubule affinity-regulating kinase 3, Par-1	AAH24773 
3729	SPU_008219	OG0010768	NA	Pomgnt1	O-linked mannose beta1,2-N-acetylglucosaminyltransferase	12655225
3730	SPU_008221	OG0009116	TPX2	Tpx2L1	targeting protein for Xklp2-like, Tpx2L2	
3731	SPU_008222	OG0008876	MAM superfamily, LDLa superfamily	C10orf112L	human chromosome 10 open reading frame 112-like; MAM domain containing protein	XP_001716895.1
3732	SPU_008224	OG0000027	7TM GPCR_2 superfamily	Gpr64L_10	G protein-coupled receptor 64-like-10	NP_005747.2
3733	SPU_008235	OG0000567	NA	NA	NA	NA
3734	SPU_008237	OG0012165	ankyrin superfamily	Hypp_31	hypothetical protein-31; BCL-6 interacting corepressor-like	NA
3735	SPU_008238	OG0010858	DnaJ superfamily, DUF1992 superfamily	Dnajc28	DnaJ (Hsp40) homolog, subfamily C, member 28	AAH20175.2
3736	SPU_008239	OG0002662	amidase superfamily	Hypp_1773	hypothetical protein-1773; amidase (Arabidopsis thaliana)-like	AAF73891.1
3737	SPU_008240	OG0012252	NA	NA	NA	NA
3738	SPU_008241	OG0001133	NA	Trip11L	thyroid hormone receptor interactor 11-like	XP_001001171.1
3739	SPU_008243	OG0001238	NA	C10orf79	human chromosome 10 open reading frame 79	NP_079421.5
3740	SPU_008244	OG0001112	Ulp1 protease	Senp1L	SUMO1/sentrin specific peptidase 1-like, Senp1/2, Senp1, Senp1L_1	XP_011453172
3741	SPU_008249	OG0009371	NA	Elovl6_6	ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast) 	13129088
3742	SPU_008250	OG0008402	NA	Elovl2	elongation of very long chain fatty acids protein-like protein 2	19879888
3743	SPU_008251	OG0010055	thioredoxin-like superfamily	Txndc15	thioredoxin domain containing 15	BAG61514.1
3744	SPU_008258	OG0006985	NA	Ifrd2	Interferon-related IFRD2 (PC4-B) protein	Y12395
3745	SPU_008266	OG0001931	NA	NA	NA	NA
3746	SPU_008268	OG0000735	reelin	Reelin1	NA	NP_774959.1
3747	SPU_008271	OG0003523	NA	Mpdu1	mannose-P-dolichol utilization defect 1	NP_036030.2
3748	SPU_008272	OG0009359	NA	NA	NA	NA
3749	SPU_008277	OG0005507	PH-like superfamily, DUF1041 superfamily	Cadps	Ca++-dependent secretion activator	NP_899631.1
3750	SPU_008280	OG0003891	NA	Myt1_1	Myt1 kinase	NP_872629
3751	SPU_008282	OG0007683	BTB superfamily	Ibtk	inhibitor of Bruton agammaglobulinemia tyrosine kinase	AAY55907.1
3752	SPU_008285	OG0003607	SNF superfamily	Slc6a7	solute carrier family 6 (neurotransmitter transporter, L-proline), member 7	EDL09791.1
3753	SPU_008286	OG0011032	MAPEG superfamily	Mgst2	microsomal glutathione S-transferase	NP_778160.2
3754	SPU_008287	OG0005184	Myotubularins (dual specificity phosphatases)	Mtmr1/2	Myotubularin-related protein 1/2	NA
3755	SPU_008288	OG0002593	NA	Phkb	Phosphorylase b kinase beta regulatory chain (Phosphorylase kinase beta subunit)	57012947
3756	SPU_008290	OG0004324	NA	Tud	NA	NP_942090
3757	SPU_008291	OG0000070	CUB superfamily, 7TM GPCR_2 superfamily	Hypp_32	hypothetical protein-32; G protein-coupled receptor-like	NA
3758	SPU_008292	OG0009186	NA	NA	NA	NA
3759	SPU_008294	OG0008241	 \t WD40 domain	Taf5	TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor; transcription initiation factor TFIID subunit 5	 \tXP_780473
3760	SPU_008297	OG0008937	NA	NA	NA	NA
3761	SPU_008298	OG0007637	NA	Gemin8	gem (nuclear organelle)-associated protein 8	NP_001035944.1
3762	SPU_008300	OG0003475	 \t Patched 	Npc1	Niemann-Pick type C1, NiempC1	 \tXP_780036
3763	SPU_008304	OG0010517	NA	Myst2	MYST histone acetyltransferase 2	NP_008998
3764	SPU_008311	OG0002489	peroxin-13_N superfamily, SH3 superfamily	Pex13	peroxisome biogenesis factor 13	EDL97993.1
3765	SPU_008312	OG0003825	NA	Erh	enhancer of rudimentary homolog	NP_004441
3766	SPU_008314	OG0005442	RWD superfamily, DUF115 superfamily	Rwdd2b	RWD domain containing 2B	NP_058620.2
3767	SPU_008315	OG0007323	NA	Pgrmc1	progesterone receptor membrane component 1	NP_006658
3768	SPU_008317	OG0005398	NA	AsxL3	additional sex combs-like 3 (Drosophila)	NP_085135.1
3769	SPU_008318	OG0003666	NA	Sel1	Selenoprotein I	34223003
3770	SPU_008319	OG0007092	NA	NA	NA	NA
3771	SPU_008323	OG0008970	NA	Hypp_1777	hypothetical protein-1777	NP_945734.1
3772	SPU_008324	OG0000383	Vsr superfamily	Hypp_542	hypothetical protein-542; DNA polymerase-like	CAD60788.1
3773	SPU_008329	OG0009778	NA	NA	NA	NA
3774	SPU_008330	OG0003323	NA	Hypp_1778	hypothetical protein-1778	NA
3775	SPU_008331	OG0003919	paxillin 	Paxillin	NA	NP_963882
3776	SPU_008332	OG0011712	TNF receptor associated factor	Traf4	CART1	NA
3777	SPU_008334	OG0000941	CHROMO superfamily	Hypp_543	hypothetical protein-543	XP_002120987.1
3778	SPU_008339	OG0009122	SNF superfamily	Slc6a5_1	solute carrier family 6 (neurotransmitter transporter, glycine), member 5-1; sodium-dependent alanine transporter 1	EEN48901.1
3779	SPU_008340	OG0007840	NA	Hypp_544	hypothetical protein-544	XP_002109965.1
3780	SPU_008343	OG0005695	MFS superfamily	Svop	SV2 related protein	 \tXP_011673012
3781	SPU_008344	OG0012129	 \t Glyoxalase-like domain	Glod5	glyoxalase domain containing 5-like	 \tXP_011673013
3782	SPU_008345	OG0003149	SAM superfamily	Ppfibp1	PTPRF interacting protein, binding protein 1 (liprin beta 1)	BAE27271.1
3783	SPU_008348	OG0004917	NA	Hypp_1780	hypothetical protein-1780	XP_002248755.1
3784	SPU_008349	OG0008580	NA	Amt	Aminomethyltransferase, mitochondrial precursor (Glycine cleavage system T protein) (GCVT)	1346122
3785	SPU_008350	OG0004891	NA	Hypp_545	hypothetical protein-545	XP_002223985.1
3786	SPU_008352	OG0012489	NA	NA	NA	NA
3787	SPU_008354	OG0001580	IG superfamily	Kirrel2L_2	kin of IRRE like 2 (Drosophila)-like-2	NP_115499.4
3788	SPU_008357	OG0001712	NA	NA	NA	NA
3789	SPU_008359	OG0012405	NA	NA	NA	NA
3790	SPU_008363	OG0000386	NA	Prg4	proteoglycan 4; megakaryocyte stimulating factor (MSF)	NP_067375.3
3791	SPU_008364	OG0009050	NA	Chst1	carbohydrate (keratan sulfate Gal-6) sulfotransferase 1	EDL79580.1
3792	SPU_008365	OG0007898	NA	Ogg1	8-oxoguanine DNA-glycosylase 1	NP_035087
3793	SPU_008367	OG0005712	Radical_SAM superfamily	Hypp_1782	hypothetical protein-1782	ABA57109.1
3794	SPU_008369	OG0000074	NA	Ebr1_2	EBR1, egg bindin receptor 1	NM_214665
3795	SPU_008370	OG0011943	amino acid hydroxylase 	Dbh_1	dopamine beta-hydroxylase	AAA30490.1
3796	SPU_008374	OG0002895	RhoGEF	Farp	FERM, RhoGEF and pleckstrin homology domain containing, Farp1/2-like, Cdep-like, FarpL_1	XP_004937075
3797	SPU_008378	OG0009108	NA	NA	NA	NA
3798	SPU_008384	OG0000635	GPS superfamily, 7TM GPCR_2 superfamily	Gpr112	G-protein coupled receptor 112	CAX16093.1
3799	SPU_008385	OG0005543	Diphthamide_syn superfamily	Dph2h	DPH2 homolog (S. cerevisiae); diphtheria toxin resistance protein required for diphthamide biosynthesis	NP_080620.1
3800	SPU_008387	OG0000467	adhesion protein	Fn3/Igf_33	NA	NA
3801	SPU_008388	OG0010229	NA	Ints1	integrator complex subunit 1	EDL19137.1
3802	SPU_008389	OG0011324	NA	Bbox1_3	Gamma-butyrobetaine dioxygenase (Gamma-butyrobetaine,2-oxoglutarate dioxygenase) (Gamma-butyrobetaine hydroxylase) (Gamma-BBH)	21541962
3803	SPU_008394	OG0006850	NA	Rps9	 ribosomal protein S9, Rps9_1	XP_003977663
3804	SPU_008395	OG0000888	NA	Kiaa1303L	KIAA1303-like; raptor; p150 target of rapamycin (TOR)-scaffold protein containing WD-repeats	NP_065812.1
3805	SPU_008398	OG0009687	NA	Epb41l3	erythrocyte protein Band 4.1 like protein Like 3	NM_012307
3806	SPU_008401	OG0012583	NA	NA	NA	NA
3807	SPU_008403	OG0007761	NA	Dhtkd1	Dehydrogenase E1 and transketolase domain containing 1	68533804
3808	SPU_008405	OG0007325	Kelch motif, \tBTB/POZ domain	Lztr1	leucine-zipper-like transcriptional regulator 1	XP_011681195
3809	SPU_008406	OG0002285	NA	Acads_1	acyl-Coenzyme A dehydrogenase, short chain (duplicate)	
3810	SPU_008407	OG0010419	NA	Denr	density-regulated protein	NP_003668 
3811	SPU_008409	OG0000774	NA	NA	NA	NA
3812	SPU_008411	OG0004686	NA	Wbscr1L	eukaryotic translation initiation factor 4H isoform 1	NP_071496
3813	SPU_008412	OG0010263	P_loop_NTPase superfamily	Gpn3	GPN-loop GTPase 3; ATP binding domain 1 family, member C	EAW97914.1
3814	SPU_008413	OG0003728	DNA_pol_phi superfamily	Mybbp1	MYB binding protein (P160) 1	AAF33021.1
3815	SPU_008414	OG0003363	MFS superfamily	Unc93a_1	unc-93 homolog A (C. elegans)-1	BAG52457.1
3816	SPU_008419	OG0000820	X11-like PTB domain	Apba1	amyloid beta (A4) precursor protein binding family A member 1-like, Apba1/2/3	ELK29064
3817	SPU_008421	OG0012743	NA	NA	NA	NA
3818	SPU_008424	OG0001588	RT-like superfamily, rve superfamily	PolypL_938	polyprotein-like-38	XP_001337245.2
3819	SPU_008426	OG0000377	reverse transcriptase with exonuclease/endonuclease/phosphatase domain	Rvt/Exn/End/Pp	RVT; reverse transcriptase with exonuclease/endonuclease/phosphatase domain	4378025
3820	SPU_008434	OG0005472	NA	5/Lo	Arachidonate 5-lipoxygenase (5-lipoxygenase) (5-LO) 	XM_690495
3821	SPU_008435	OG0006260	adhesion protein	Ig/Fn3f	NA	NA
3822	SPU_008436	OG0012176	Glyco_hydro_1 superfamily	Lct_11	lactase-11	EDM09876.1
3823	SPU_008440	OG0003361	NA	NA	NA	NA
3824	SPU_008441	OG0007853	NA	Hps3L	Hermansky-Pudlak syndrome 3-like	NP_115759.2
3825	SPU_008447	OG0002260	NA	NA	NA	NA
3826	SPU_008448	OG0000631	NA	Mgc16943L	hypothetical protein LOC112479	NP_542394
3827	SPU_008453	OG0005080	HARP superfamily, DEXDc superfamily	Smarcal1	SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1 (partial)	
3828	SPU_008454	OG0010602	VGK_Carbox superfamily	Ggcx	gamma-glutamyl carboxylase	AAA58643.1
3829	SPU_008458	OG0005853	LacZ	Manba	beta-mannosidase, mannase, Manba_1	XP_006629912
3830	SPU_008461	OG0004997	AdoMet_MTase superfamily	Tfb2m	transcription factor B2, mitochondrial	EAW77152.1
3831	SPU_008462	OG0012753	NA	Hypp_548	hypothetical protein-548	XP_002227723.1
3832	SPU_008463	OG0000190	NA	NA	NA	NA
3833	SPU_008464	OG0004627	NA	Acaa2	3-ketoacyl-CoA thiolase, mitochondrial (Beta-ketothiolase) (Acetyl-CoA acyltransferase) (Mitochondrial 3-oxoacyl-CoA thiolase)	73919875
3834	SPU_008465	OG0011750	NA	Dohh	deoxyhypusine hydroxylase/monooxygenase	NP_112594.1
3835	SPU_008466	OG0003998	receptor protein tyrosine phosphatase	Ptprorph2	Protein tyrosine phosphatase, receptor type, orph2 (T-like?)	AAF82400
3836	SPU_008467	OG0008944	NA	Cngb1	Cyclic-nucleotide-gated cation channel 4 (CNG channel 4) (CNG-4) (CNG4) (Cyclic nucleotide-gated cation channel modulatory subunit) 	2493750
3837	SPU_008469	OG0010317	cyclophilin	Ppil2	peptidylprolylisomerase (cyclophilin)-like 2, Pdpi(cyclophilin)L10	XP_003905321
3838	SPU_008471	OG0007615	Outer Arm dynein light chain Type 3	Dlc3	DLC3	XP_783725.1
3839	SPU_008472	OG0007627	plexin family	PlexA4_2	plexin A4	CAI21292.1
3840	SPU_008475	OG0005356	RING-finger superfamily, WD40 superfamily	Hypp_549	hypothetical protein-549	XP_002225790.1
3841	SPU_008481	OG0010894	NA	NA	NA	
3842	SPU_008484	OG0002730	NAP superfamily	SetL	SET translocation-like	CAM18949.1
3843	SPU_008488	OG0011275	RT-like superfamily	Rt30	reverse transcriptase-30	AAA49027.1
3844	SPU_008490	OG0004261	NA	Kiaa1751L_2	KIAA1751 protein-like, C1orf222L	XP_006819212
3845	SPU_008494	OG0000106	GPS superfamily, 7TM GPCR_2 superfamily	Hypp_1787	hypothetical protein-1787; latrophilin 2-like	XP_002112200.1
3846	SPU_008499	OG0001216	novel	Serrp13	NA	NA
3847	SPU_008500	OG0003621	NA	NA	NA	NA
3848	SPU_008501	OG0007622	F-box superfamily	Fbox31	F-box protein 31	NP_001037724.2
3849	SPU_008504	OG0011454	SRCR	Srcr68	scavenger receptor cysteine-rich domain containing 68, Srcr191	
3850	SPU_008505	OG0009241	NA	Cys_rich_fgfr	similar to Golgi apparatus protein 1 precursor 	 XP_789991
3851	SPU_008507	OG0011322	NA	NA	NA	NA
3852	SPU_008508	OG0008506	NA	Cox4L_1	cytochrome c oxidase subunit iv (Culex quinquefasciatus)-like-1	XP_001851662.1
3853	SPU_008511	OG0000267	NA	NA	NA	NA
3854	SPU_008513	OG0000196	7TM GPCR_2 superfamily	Gpr133L	G protein-coupled receptor 133-like	XP_798868.1
3855	SPU_008517	OG0009615	NA	NA	NA	NA
3856	SPU_008518	OG0001972	NA	Gcc1	golgi coiled coil 1	BAC27780.1
3857	SPU_008520	OG0008127	NA	NA	NA	NA
3858	SPU_008521	OG0004955	NA	NA	NA	NA
3859	SPU_008522	OG0002930	NA	SacSl_2	sacsin -duplicate	NP_055178
3860	SPU_008523	OG0001118	NA	Hypp_1789	hypothetical protein-1789	NA
3861	SPU_008527	OG0005010	synaptonemal complex 	Sycp3L	synaptonemal complex protein 3 	AAI02434.1
3862	SPU_008528	OG0003710	Ets	Ets4	SAM pointed domain containing ets transcription factor-like, Spdef, PDEF	XP_006821737
3863	SPU_008529	OG0006461	EFh superfamily	Hypp_552	hypothetical protein-552	XP_002215031.1
3864	SPU_008530	OG0005439	PKc-like superfamily	Spire1	spire homolog 1 (Drosophila)	BAG09977.1
3865	SPU_008532	OG0010230	NA	Dhx37	DEAH (Asp-Glu-Ala-His) box polypeptide 37	NP_116045
3866	SPU_008533	OG0011228	NA	Ints2	integrator complex subunit 2	EAW51434.1
3867	SPU_008534	OG0002435	NA	Derl2_1	Der1-like domain family, member 2 - duplicate	NP_057125
3868	SPU_008535	OG0009789	P-type ATPase	Serca_1	Sercoplasmic endoplasmic reticulum calcium ATPase 	DQ233466
3869	SPU_008537	OG0010481	esterase-lipase superfamily	Dpp9	ipeptidyl-peptidase 9	NP_631898.3
3870	SPU_008538	OG0008220	NA	Lhfpl2	lipoma HMGIC fusion partner-like 2	NP_005770.1
3871	SPU_008541	OG0002323	NA	NA	NA	NA
3872	SPU_008542	OG0012313	NA	Slc5a3	Na+/myo-inositol cotransporter	46253612
3873	SPU_008543	OG0004187	NA	AkrL_3	Alcohol dehydrogenase [NADP+] (Aldo-keto reductase family 1, member A1) (aldehyde reductase)	22653628
3874	SPU_008546	OG0003256	NA	Nop14_1	NOP14 nucleolar protein homolog (yeast)-1	AAH43043.1
3875	SPU_008549	OG0002128	NA	NA	NA	NA
3876	SPU_008552	OG0008757	NA	Ism	NA	AAX52519
3877	SPU_008553	OG0004729	NA	Hadhb	Trifunctional enzyme beta subunit, mitochondrial precursor (TP-beta) [Includes: 3-ketoacyl-CoA thiolase (Acetyl-CoA acyltransferase) (Beta-ketothiolase)]	51316075
3878	SPU_008554	OG0009601	NA	Htpalpha	enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase alpha-subunit of trifunctional protein	862457
3879	SPU_008555	OG0007119	NA	Fam134cL	family with sequence similarity 134, member C-like	AAH49370.1
3880	SPU_008556	OG0003973	NA	Znf622	zinc finger protein 622	AAH88572.1
3881	SPU_008559	OG0010015	NA	Hypp_3068	hypothetical protein-3068	NA
3882	SPU_008560	OG0009128	HSP70	Hsp702A	HSC70	BAD90025
3883	SPU_008561	OG0010038	S1-like superfamily	Exosc2	exosome component 2; exosome complex endonuclease RRP4	NP_055100.2
3884	SPU_008563	OG0000827	zf-C2H2	Z42	zinc finger protein 42	XP_003198489
3885	SPU_008566	OG0009146	NA	NA	NA	NA
3886	SPU_008567	OG0001949	NA	FormL2iB	NA	NM_052905
3887	SPU_008572	OG0002020	NA	NA	NA	NA
3888	SPU_008573	OG0008360	MADF_DNA_bdg superfamily	Hypp_1793	hypothetical protein-1793	XP_002234921.1
3889	SPU_008574	OG0004825	patatin superfamily	Hypp_1794	hypothetical protein-1794; patatin (bacterial)-like	EDV26731.1
3890	SPU_008575	OG0009250	NA	Pdia4	Protein disulfide-isomerase A4 precursor (Protein ERp-72) (ERp72)	119531
3891	SPU_008578	OG0000148	NA	NA	NA	NA
3892	SPU_008580	OG0000147	RT-like superfamily, peptidase_A17 superfamily	Gagpol8	gag-pol polyprotein-like-8	ABP48078.1
3893	SPU_008581	OG0000183	DUF1759 superfamily, RT-like superfamily, peptidase_A17 superfamily, rve superfamily	PolppL_78	pol polyprotein-like-78; calpain 3-like	XP_698332.2
3894	SPU_008584	OG0000213	DUF1759 superfamily	Hypp_1796	hypothetical protein-1796; transposon polyprotein-like	XP_001809963.1
3895	SPU_008593	OG0001629	NA	Slc16a9_3	solute carrier family 16 (monocarboxylic acid transporters), member 9 	34916028
3896	SPU_008595	OG0010434	EGFR	Egfr	epidermal growth factor receptor-like, Erbb-like	XP_002732375
3897	SPU_008596	OG0001640	NA	Hypp_555	hypothetical protein-555	EDO30993.1
3898	SPU_008599	OG0004143	prefoldin superfamily	Vbp1	von Hippel-Lindau binding protein 1	EAW72628.1
3899	SPU_008603	OG0000901	SRCR superfamily, WSC superfamily	Hypp_1799	hypothetical protein-1799	XP_002224824.1
3900	SPU_008605	OG0000393	GPS superfamily, 7TM GPCR_2 superfamily	Gpr126	G protein-coupled receptor 126	NP_001002268.1
3901	SPU_008606	OG0008841	metalloprotease	Xpnpep1_1	X-prolyl aminopeptidase, aminopeptidase P 1	CAI14245
3902	SPU_008608	OG0011579	\tDUF3550	Scai_1	suppressor of cancer cell invasion-like, C9orf126	 \tELU10092.1
3903	SPU_008609	OG0007275	NA	Nup214L	nucleoporin 214 kDa-like; NUP214 protein-like	NP_005076.3
3904	SPU_008611	OG0000033	NA	NA	NA	NA
3905	SPU_008615	OG0004306	NA	NA	NA	NA
3906	SPU_008616	OG0010550	NA	Gmpr	GMP reductase 1 (Guanosine 5'-monophosphate oxidoreductase 1) (Guanosine monophosphate reductase 1)	544455
3907	SPU_008617	OG0003091	solute carrier family	Glyt_5	glycine transporter	BAD67440.1
3908	SPU_008621	OG0010590	NA	Ulk4	unc-51 like kinase	AAH14794.1
3909	SPU_008625	OG0010294	LisH superfamily, WD40 superfamily	TbL1xr1	transducin (beta)-like 1X-linked receptor 1	NP_109657.2
3910	SPU_008629	OG0002056	ARM superfamily	Armc9_1	armadillo repeat containing 9-1	
3911	SPU_008631	OG0003745	NA	Lct_2	Lactase-phlorizin hydrolase precursor (Lactase-glycosylceramidase) [Includes: Lactase ; Phlorizin hydrolase ] 	6648054
3912	SPU_008632	OG0007788	CYP2U	Cyp2U	Cytochrome P450 Family 2U, CYP2U	34098959
3913	SPU_008633	OG0001155	NA	Lct_3	Lactase-phlorizin hydrolase precursor (Lactase-glycosylceramidase) [Includes: Lactase ; Phlorizin hydrolase ] 	126428
3914	SPU_008634	OG0008969	NA	NA	NA	NA
3915	SPU_008635	OG0012684	RT-like superfamily	Rt31	reverse transcriptase-31	BAC82599.1
3916	SPU_008638	OG0006566	TPR superfamily	Narg1	NMDA receptor-regulated 1	NP_476516.1
3917	SPU_008640	OG0011520	Ntn_hydrolase superfamily	Asah1_1	N-acylsphingosine amidohydrolase (acid ceramidase) 1-1	BAF82170.1
3918	SPU_008645	OG0001586	SGNH_hydrolase superfamily	Pafah1L	platelet-activating factor acetylhydrolase 1-like	NP_002563.1
3919	SPU_008650	OG0006684	NA	Rps24	ribosomal protein S24	NP_001017
3920	SPU_008651	OG0005456	GDP-GTP exchange factor	Eif2Bg	Translation initiation factor eIF-2B gamma subunit	Q9NR50
3921	SPU_008654	OG0010750	7TM GPCR_1 superfamily	Sstr4L_2	somatostatin receptor 4-like-2	AAI38488.1
3922	SPU_008656	OG0010480	HSP40	Hsp40D	DNAJ	NP_001035581
3923	SPU_008657	OG0010275	WD40 superfamily	Kiaa1875L	KIAA1875 protein-like	BAG63770.1
3924	SPU_008658	OG0007265	carbonic anhydrase	Cara2LB_1	Cara7LB	XP_782997
3925	SPU_008662	OG0011180	NA	Fbxo4	F-box only protein 4	BC102371
3926	SPU_008663	OG0002305	Robo receptor	RoboL1	roundabout (robo) homolog, RoboL_1	XP_005991198
3927	SPU_008664	OG0000198	neuron navigator 	Nav	neuron navigator family-like, Nav1/2/3, Pomfil1/2/3, sickie (sick) homolog, Nav2, Nav3l, Hypp_1076	XP_003972714
3928	SPU_008669	OG0009362	TRANSCRIPTION INITIATION FACTOR TFIID SUBUNIT 11 TRANSCRIPTION INITIATION FACTOR TFIID 28 KDA SUBUNIT TAF II 28 TAFII 28 TAFII28 TFIID SUBUNIT P30 BETA	TfIID11	TAFII28, TFIID 11	XP_789830
3929	SPU_008670	OG0008128	receptor protein tyrosine phosphatase	Ptprr	Protein tyrosine phosphatase Receptor type R	CAB01957
3930	SPU_008671	OG0002725	UBCc superfamily	Hypp_1801	hypothetical protein-1801	XP_002237106.1
3931	SPU_008677	OG0001824	SelR superfamily	Msr	methionine sulfoxide reductase (bacterial)	YP_798831.1
3932	SPU_008678	OG0003854	PKC	Pkcd	protein kinase C delta-like, Prkcd/q-like	XP_002740313
3933	SPU_008680	OG0003518	NA	NA	NA	NA
3934	SPU_008682	OG0001704	NA	ChtopL	chromatin target of PRMT1-like, Fop, C1orf77L	XP_005533729
3935	SPU_008683	OG0007334	NA	Upp1	Uridine phosphorylase 1	71122386
3936	SPU_008687	OG0007558	Sec7 superfamily	Hypp_35	hypothetical protein-35; guanyl-nucleotide exchange factor-like	NA
3937	SPU_008689	OG0007247	NA	Wash1_1	WAS protein family homolog 1-1	NP_878908.3
3938	SPU_008692	OG0011194	NA	Slc35a5	solute carrier family 35, member A5 	27229173
3939	SPU_008693	OG0003717	NA	NA	NA	NA
3940	SPU_008694	OG0008132	NA	Pcyt1b	Choline-phosphate cytidylyltransferase B (Phosphorylcholine transferase B) (CTP:phosphocholine cytidylyltransferase B) (CT B) (CCT B) (CCT-beta) 	12585212
3941	SPU_008698	OG0004973	NA	Shc1	Shc SH2-domain binding protein 1, Shcbp1, nessun dorma (nesd) homolog	XP_790826
3942	SPU_008700	OG0001784	PPP serine threonine phosphatases (PP1 subfamily)	Pp1L	serine/threonine protein phosphatase I, catalytic subunit; PPP1-like; PP-1-like	45827798
3943	SPU_008702	OG0006749	NA	Kiaa2013L	KIAA2013 protein-like	AAH77605.1
3944	SPU_008703	OG0009274	basic zipper	Xbp1	X-box binding protein 1	AAL60202.1
3945	SPU_008704	OG0006423	DUF1168 superfamily	Prkrip	PRKR interacting protein 1	NP_078929.1
3946	SPU_008710	OG0004351	WD40 superfamily	Wdr48	WD repeat domain 48	BAA95973.2
3947	SPU_008715	OG0001030	Zip superfamily	Slc39a10_1	solute carrier family 39 (zinc transporter), member 10-1	BAA86579.1
3948	SPU_008717	OG0010775	NA	Rio2	NA	NP_060813
3949	SPU_008719	OG0001695	NA	Polk	DNA polymerase kappa 	Q9UBT6
3950	SPU_008721	OG0010281	NA	Kiaa1109L_1	KIAA1109 protein-like-1; fragile site-associated protein-like	ABC59821.1
